   ic    phi          rho         theta         alfa       epsilon         mu           r            b          gamma
1626 1.509390e-01 3.618658e-01 8.215755e-06 2.574185e-08 2.147411e-01 3.962795e-03 5.525787e-02 1.179652e-12 2.896680e-06  
1627 1.689807e-01 2.275337e-01 5.273091e-06 3.127059e-08 1.776534e-01 7.804899e-03 7.669047e-02 1.084013e-12 2.625164e-06  
1628 2.339819e-01 3.626353e-01 8.588118e-06 5.092710e-08 1.704443e-01 5.125890e-03 4.258238e-02 1.288580e-12 4.164509e-06  
1629 2.886211e-01 4.637663e-01 8.823900e-06 2.092116e-08 2.227506e-01 6.385666e-03 7.344866e-02 1.365826e-12 4.564638e-06  
1630 4.227253e-01 4.996799e-01 6.284081e-06 2.860441e-08 9.756653e-02 2.395275e-03 5.654746e-02 7.924163e-13 3.003482e-06  
1631 1.987346e-01 2.001203e-01 4.283130e-06 4.486912e-08 2.361763e-01 6.968740e-03 8.982304e-02 7.097485e-13 5.078886e-06  
1632 2.291089e-01 2.715970e-01 3.095778e-06 5.055635e-08 2.185061e-01 6.074518e-03 5.333787e-02 1.759877e-12 2.915705e-06  
1633 1.919317e-01 3.511973e-01 7.489721e-06 3.894242e-08 1.622236e-01 2.100939e-03 5.458168e-02 1.756734e-12 5.874827e-06  
1634 3.795124e-01 3.886910e-01 4.870915e-06 2.191563e-08 1.583409e-01 2.235352e-03 8.659314e-02 1.752334e-12 4.996175e-06  
1635 1.514297e-01 2.773157e-01 7.532472e-06 4.190824e-08 1.260033e-01 5.067481e-03 8.871578e-02 1.297084e-12 1.973853e-06  
1636 2.366039e-01 2.814015e-01 6.486666e-06 4.891815e-08 1.244963e-01 7.606447e-03 7.080916e-02 1.408438e-12 4.251383e-06  
1637 3.600259e-01 4.540778e-01 9.377947e-06 4.622797e-08 2.161255e-01 6.833676e-03 4.551231e-02 1.885038e-12 2.845264e-06  
1638 2.472703e-01 3.715429e-01 7.706230e-06 3.081855e-08 1.401594e-01 3.508573e-03 6.700498e-02 1.947065e-12 4.564967e-06  
1639 1.477996e-01 2.497315e-01 8.896224e-06 3.669924e-08 1.278549e-01 3.998636e-03 6.579114e-02 1.680067e-12 5.293972e-06  
1640 1.547753e-01 2.191186e-01 4.141961e-06 2.004073e-08 2.009066e-01 6.468941e-03 7.135711e-02 1.449372e-12 3.165366e-06  
1641 4.024584e-01 5.078268e-01 8.229553e-06 5.802802e-08 1.226182e-01 5.691418e-03 7.684796e-02 1.961298e-12 4.386994e-06  
1642 3.267809e-01 5.339315e-01 4.530375e-06 5.321932e-08 2.378880e-01 7.079269e-03 4.132763e-02 7.617227e-13 1.535306e-06  
1643 1.477227e-01 2.319179e-01 6.585852e-06 5.656772e-08 2.121487e-01 5.780030e-03 8.809777e-02 2.040656e-12 5.249781e-06  
1644 2.027020e-01 2.264326e-01 2.875113e-06 2.836337e-08 2.002310e-01 2.414432e-03 5.290580e-02 1.165715e-12 2.297421e-06  
1645 2.166764e-01 2.875798e-01 7.341146e-06 6.219664e-08 1.945892e-01 5.458754e-03 6.180358e-02 2.182499e-12 3.809169e-06  
1646 1.957513e-01 2.043756e-01 6.622439e-06 1.989263e-08 1.988466e-01 5.451341e-03 7.524461e-02 1.910809e-12 5.568674e-06  
1647 1.113946e-01 1.925075e-01 3.123285e-06 6.886232e-08 9.456268e-02 6.202936e-03 5.267148e-02 2.241190e-12 2.516908e-06  
1648 1.793297e-01 2.550950e-01 3.829406e-06 4.180191e-08 1.769267e-01 6.832690e-03 5.200954e-02 2.151362e-12 2.631942e-06  
1649 1.586553e-01 3.086357e-01 5.166247e-06 2.505538e-08 2.276458e-01 2.403836e-03 6.749086e-02 1.950197e-12 3.937658e-06  
1650 3.573895e-01 4.406241e-01 9.279297e-06 4.950783e-08 1.897077e-01 2.015538e-03 6.645022e-02 1.880917e-12 3.998934e-06  
1651 3.262615e-01 3.897653e-01 6.151935e-06 5.562535e-08 2.269894e-01 7.886931e-03 5.712533e-02 7.069147e-13 5.526133e-06  
1652 1.862871e-01 2.231759e-01 5.815213e-06 5.306222e-08 1.470674e-01 4.124776e-03 4.456134e-02 1.502776e-12 2.289421e-06  
1653 3.633489e-01 4.564718e-01 5.840631e-06 4.105391e-08 1.940665e-01 2.217250e-03 5.939692e-02 7.118775e-13 3.031645e-06  
1654 3.236633e-01 4.628720e-01 6.289533e-06 4.465628e-08 1.918007e-01 5.316260e-03 6.573636e-02 2.168471e-12 4.202981e-06  
1655 1.813959e-01 2.007076e-01 5.305060e-06 3.404537e-08 1.383325e-01 3.558390e-03 4.757164e-02 1.206395e-12 5.256189e-06  
1656 1.758297e-01 2.869378e-01 4.404667e-06 4.817672e-08 1.931456e-01 7.597029e-03 7.828628e-02 9.412202e-13 3.137283e-06  
1657 3.834052e-01 4.909217e-01 3.170681e-06 6.737816e-08 1.887289e-01 3.902048e-03 5.181175e-02 1.925211e-12 2.906825e-06  
1658 3.732551e-01 4.597428e-01 4.429929e-06 5.459261e-08 1.638734e-01 3.278220e-03 8.314355e-02 6.685676e-13 5.306030e-06  
1659 3.965646e-01 4.253280e-01 3.474701e-06 6.909860e-08 1.203343e-01 4.787639e-03 7.532297e-02 2.107683e-12 3.446275e-06  
1660 3.001982e-01 4.060915e-01 6.586560e-06 2.941300e-08 2.266180e-01 3.847640e-03 6.734697e-02 1.322322e-12 3.277138e-06  
1661 3.057997e-01 3.570699e-01 5.406267e-06 3.630870e-08 6.163939e-02 3.272115e-03 5.099232e-02 1.830688e-12 4.247393e-06  
1662 3.674646e-01 3.930608e-01 4.427459e-06 3.870102e-08 7.939279e-02 6.252522e-03 7.803881e-02 1.825349e-12 1.888537e-06  
1663 4.179300e-01 5.364244e-01 8.916639e-06 3.804688e-08 1.580670e-01 7.312062e-03 8.239852e-02 1.023301e-12 1.732579e-06  
1664 1.965954e-01 2.320261e-01 4.724018e-06 4.134052e-08 1.798273e-01 7.698547e-03 4.329876e-02 9.887648e-13 1.644766e-06  
1665 2.015977e-01 2.745466e-01 9.275895e-06 5.059156e-08 2.116568e-01 3.983767e-03 7.781109e-02 1.877043e-12 5.252023e-06  
1666 2.573894e-01 3.276762e-01 6.660486e-06 3.518478e-08 1.815934e-01 6.412404e-03 7.482456e-02 1.031478e-12 3.451806e-06  
1667 2.640507e-01 3.859780e-01 4.275330e-06 6.427703e-08 1.221747e-01 2.686873e-03 4.302054e-02 1.086920e-12 3.970433e-06  
1668 2.892203e-01 3.873351e-01 6.373015e-06 2.646382e-08 1.722805e-01 4.013277e-03 5.853761e-02 8.772005e-13 3.250236e-06  
1669 2.950293e-01 3.207110e-01 7.334614e-06 4.874740e-08 2.076368e-01 6.141694e-03 4.913532e-02 2.018415e-12 2.575308e-06  
1670 4.234559e-01 5.583643e-01 6.687796e-06 3.433555e-08 2.225980e-01 6.878557e-03 6.280442e-02 2.029848e-12 5.448145e-06  
1671 3.049836e-01 3.958902e-01 4.675946e-06 2.755779e-08 1.322705e-01 5.927729e-03 9.038615e-02 9.763762e-13 4.979157e-06  
1672 2.910104e-01 4.177743e-01 2.650190e-06 3.583514e-08 1.716004e-01 2.144174e-03 9.034582e-02 1.697718e-12 3.468067e-06  
1673 1.666826e-01 2.845317e-01 9.390655e-06 5.423687e-08 1.520005e-01 7.896293e-03 4.704350e-02 9.985599e-13 4.340633e-06  
1674 1.497989e-01 1.512372e-01 3.257224e-06 5.616402e-08 1.869977e-01 2.362261e-03 5.732690e-02 1.276017e-12 1.517822e-06  
1675 2.922162e-01 3.560478e-01 8.610450e-06 6.009392e-08 2.162661e-01 3.183759e-03 6.242791e-02 9.568554e-13 4.009902e-06  
1676 3.727829e-01 5.446610e-01 8.691086e-06 3.821205e-08 2.023424e-01 2.733140e-03 8.884343e-02 1.255859e-12 5.429786e-06  
1677 3.216924e-01 3.679098e-01 7.787640e-06 2.430358e-08 2.130937e-01 7.771490e-03 7.970574e-02 1.406173e-12 3.415960e-06  
1678 1.885463e-01 2.255704e-01 3.122770e-06 6.459278e-08 9.570041e-02 4.777003e-03 6.585643e-02 7.714632e-13 5.750393e-06  
1679 2.707683e-01 3.336703e-01 9.283164e-06 3.676274e-08 2.359905e-01 2.746757e-03 5.955948e-02 1.721728e-12 5.151802e-06  
1680 2.877618e-01 3.225851e-01 6.946998e-06 4.259788e-08 1.054706e-01 2.474830e-03 6.730541e-02 1.546152e-12 1.950026e-06  
1681 4.161252e-01 5.413799e-01 3.916589e-06 4.166275e-08 2.036113e-01 7.086590e-03 4.285224e-02 1.399962e-12 5.801960e-06  
1682 1.345120e-01 2.215893e-01 6.054728e-06 2.479680e-08 1.994235e-01 5.401794e-03 4.655766e-02 7.493463e-13 4.870628e-06  
1683 4.008929e-01 4.838931e-01 6.147330e-06 4.427739e-08 8.918976e-02 5.278012e-03 8.167052e-02 6.405418e-13 4.904225e-06  
1684 1.407555e-01 3.339661e-01 2.901653e-06 2.016577e-08 2.359494e-01 5.644649e-03 8.158542e-02 1.353213e-12 3.743191e-06  
1685 1.233568e-01 1.618638e-01 2.512486e-06 5.389705e-08 9.912428e-02 2.931864e-03 6.105137e-02 1.493854e-12 4.901374e-06  
1686 2.646658e-01 3.271899e-01 9.548452e-06 7.004111e-08 9.430886e-02 7.676170e-03 4.669302e-02 1.021218e-12 5.722190e-06  
1687 2.362130e-01 3.396847e-01 7.367812e-06 3.346145e-08 1.120711e-01 3.760663e-03 8.302906e-02 8.941376e-13 4.601551e-06  
1688 3.468936e-01 5.214307e-01 6.885531e-06 6.847327e-08 1.941887e-01 3.473649e-03 6.563493e-02 2.113789e-12 5.327052e-06  
1689 2.003081e-01 3.394245e-01 7.503723e-06 3.327677e-08 1.391614e-01 4.363998e-03 6.570976e-02 1.543730e-12 4.794425e-06  
1690 3.502090e-01 4.442557e-01 4.016300e-06 2.987821e-08 1.432747e-01 7.434516e-03 6.431276e-02 2.009873e-12 5.767060e-06  
1691 2.878738e-01 3.073971e-01 8.530658e-06 6.371439e-08 1.414796e-01 2.858058e-03 4.656280e-02 2.048172e-12 4.614364e-06  
1692 3.461161e-01 4.642194e-01 3.792656e-06 3.092912e-08 1.400108e-01 2.816109e-03 8.826069e-02 1.356139e-12 5.810251e-06  
1693 3.550749e-01 5.191823e-01 9.376360e-06 5.525116e-08 1.677562e-01 6.595701e-03 7.466581e-02 1.167691e-12 3.245747e-06  
1694 2.521310e-01 2.533904e-01 3.420804e-06 4.275683e-08 7.520544e-02 3.861332e-03 8.733956e-02 1.954603e-12 5.353936e-06  
1695 3.249355e-01 4.937043e-01 2.661984e-06 4.478295e-08 1.752499e-01 2.141876e-03 7.677928e-02 2.206001e-12 1.759721e-06  
1696 1.696662e-01 3.645820e-01 8.478524e-06 2.264282e-08 2.008060e-01 2.237578e-03 5.745569e-02 1.529964e-12 4.307485e-06  
1697 1.376337e-01 1.874003e-01 7.539625e-06 4.003919e-08 8.728119e-02 5.634706e-03 7.489811e-02 7.795620e-13 1.613938e-06  
1698 2.898604e-01 3.444041e-01 3.409360e-06 2.637650e-08 1.583230e-01 3.980381e-03 5.096732e-02 1.711105e-12 3.645155e-06  
1699 1.345202e-01 1.998416e-01 9.447983e-06 6.457824e-08 1.216099e-01 7.724589e-03 5.661453e-02 2.207396e-12 5.334938e-06  
1700 3.208418e-01 5.440041e-01 2.722110e-06 5.610689e-08 2.381291e-01 4.565729e-03 5.860327e-02 7.036150e-13 4.569665e-06  
1701 1.391073e-01 2.314658e-01 7.059270e-06 1.834506e-08 9.867767e-02 2.886184e-03 6.324299e-02 2.008462e-12 4.608918e-06  
1702 2.662880e-01 4.570749e-01 6.969540e-06 4.190149e-08 2.065869e-01 4.443439e-03 6.653510e-02 1.388352e-12 2.634399e-06  
1703 3.321117e-01 3.872971e-01 8.461066e-06 1.808319e-08 6.523509e-02 5.618552e-03 7.249758e-02 1.031653e-12 2.766598e-06  
1704 2.146308e-01 3.707639e-01 4.387865e-06 2.920528e-08 2.341015e-01 7.897091e-03 5.663268e-02 1.902058e-12 2.356997e-06  
1705 2.859291e-01 3.062990e-01 9.562298e-06 3.153761e-08 1.714081e-01 5.120610e-03 6.378394e-02 1.671397e-12 4.455292e-06  
1706 3.752856e-01 5.107111e-01 7.862174e-06 2.377292e-08 2.389097e-01 4.716263e-03 5.485758e-02 8.746201e-13 5.693337e-06  
1707 2.035227e-01 2.402018e-01 6.434526e-06 3.965441e-08 1.175175e-01 3.129857e-03 4.620875e-02 1.242538e-12 3.690442e-06  
1708 3.751711e-01 4.135178e-01 8.635503e-06 5.442157e-08 9.951316e-02 2.505656e-03 8.543252e-02 2.043794e-12 1.590726e-06  
1709 1.381247e-01 2.594162e-01 2.580748e-06 5.545428e-08 2.163915e-01 3.786470e-03 5.516506e-02 1.994178e-12 3.632010e-06  
1710 1.955251e-01 2.425671e-01 9.277805e-06 7.185704e-08 2.149262e-01 2.784244e-03 7.597376e-02 8.646208e-13 4.695494e-06  
1711 3.747867e-01 5.534027e-01 8.515006e-06 4.345451e-08 2.199050e-01 6.420423e-03 7.839958e-02 1.724102e-12 2.278296e-06  
1712 3.753862e-01 5.490696e-01 8.365896e-06 2.510063e-08 1.902765e-01 6.366849e-03 6.466878e-02 7.708874e-13 3.516145e-06  
1713 1.843552e-01 2.463617e-01 6.498070e-06 4.853467e-08 1.109136e-01 7.848089e-03 7.913085e-02 1.239724e-12 4.153521e-06  
1714 3.471860e-01 3.693633e-01 8.888671e-06 6.983789e-08 6.242372e-02 7.218654e-03 6.744385e-02 7.338703e-13 1.786274e-06  
1715 2.963835e-01 4.915573e-01 8.409819e-06 5.984627e-08 2.336782e-01 2.785952e-03 7.743395e-02 7.764072e-13 3.784700e-06  
1716 2.846570e-01 3.148676e-01 3.135276e-06 5.622397e-08 1.875436e-01 2.766612e-03 6.582807e-02 8.940106e-13 5.431447e-06  
1717 4.055657e-01 4.772776e-01 7.218681e-06 4.243751e-08 1.102493e-01 4.650294e-03 7.731757e-02 5.909503e-13 2.297690e-06  
1718 3.393691e-01 4.677893e-01 7.485011e-06 2.798606e-08 1.778538e-01 3.972769e-03 5.654188e-02 1.911556e-12 1.839726e-06  
1719 3.300129e-01 3.392112e-01 9.106070e-06 4.131535e-08 6.790328e-02 2.715925e-03 8.190964e-02 9.429229e-13 4.407483e-06  
1720 1.688844e-01 1.811428e-01 3.069474e-06 4.368298e-08 1.371774e-01 5.363493e-03 6.865978e-02 5.619624e-13 1.619787e-06  
1721 2.500915e-01 3.287908e-01 6.497918e-06 5.691283e-08 9.069451e-02 3.498945e-03 6.086970e-02 1.648196e-12 5.829388e-06  
1722 2.527551e-01 3.664141e-01 4.937471e-06 2.620533e-08 2.341264e-01 4.178304e-03 5.213886e-02 1.840248e-12 4.142107e-06  
1723 1.878427e-01 3.449688e-01 9.381071e-06 4.611765e-08 1.949769e-01 7.089949e-03 6.519665e-02 2.159245e-12 2.332256e-06  
1724 3.423148e-01 3.601212e-01 3.622561e-06 4.305016e-08 1.701771e-01 3.002812e-03 8.599242e-02 5.640114e-13 1.557657e-06  
1725 2.951437e-01 4.896026e-01 8.815556e-06 2.188307e-08 2.085211e-01 4.424583e-03 4.523125e-02 1.476915e-12 4.638479e-06  
1726 3.424661e-01 4.244206e-01 5.167322e-06 6.983826e-08 1.240229e-01 4.879816e-03 7.353865e-02 1.840652e-12 2.689626e-06  
1727 1.345309e-01 1.830015e-01 3.865833e-06 4.228547e-08 1.803437e-01 7.714196e-03 6.675216e-02 1.043178e-12 4.263218e-06  
1728 2.454152e-01 3.864255e-01 6.002626e-06 6.595319e-08 1.848641e-01 3.265917e-03 6.069932e-02 1.326720e-12 5.325510e-06  
1729 3.660734e-01 4.121611e-01 6.650502e-06 2.771870e-08 1.135538e-01 2.079170e-03 6.707335e-02 1.322732e-12 1.978093e-06  
1730 2.510493e-01 3.877222e-01 9.576486e-06 6.668243e-08 2.070946e-01 4.743059e-03 7.054526e-02 5.771335e-13 5.276662e-06  
1731 3.705643e-01 4.075888e-01 4.730708e-06 3.195771e-08 8.279324e-02 7.777251e-03 6.950293e-02 1.272182e-12 2.433936e-06  
1732 1.519158e-01 2.604273e-01 4.320202e-06 2.630407e-08 2.162366e-01 2.262309e-03 8.953590e-02 1.224451e-12 3.084051e-06  
1733 3.361432e-01 3.447393e-01 4.061235e-06 5.844351e-08 2.080914e-01 3.628055e-03 8.601122e-02 1.440946e-12 2.489255e-06  
1734 2.213837e-01 2.366691e-01 4.150647e-06 6.581003e-08 2.147088e-01 6.553080e-03 5.658682e-02 1.357731e-12 3.887157e-06  
1735 2.010809e-01 3.425285e-01 8.342691e-06 7.004769e-08 2.341500e-01 7.541833e-03 4.522311e-02 8.615025e-13 3.582905e-06  
1736 3.843433e-01 4.687240e-01 4.383294e-06 1.887250e-08 2.271191e-01 2.322601e-03 8.426252e-02 1.812364e-12 4.237218e-06  
1737 2.435801e-01 2.471462e-01 2.431001e-06 3.075240e-08 2.347657e-01 5.911946e-03 5.087931e-02 9.614647e-13 2.103236e-06  
1738 1.561967e-01 3.162372e-01 2.645708e-06 4.108972e-08 2.361062e-01 2.102510e-03 6.477259e-02 2.130450e-12 5.511084e-06  
1739 2.934170e-01 3.299766e-01 8.801751e-06 2.556121e-08 2.097791e-01 7.202771e-03 8.198863e-02 1.147328e-12 3.104749e-06  
1740 2.057098e-01 2.116307e-01 2.694682e-06 6.808174e-08 2.351555e-01 6.510518e-03 7.699024e-02 1.932056e-12 5.222803e-06  
1741 2.514550e-01 3.825405e-01 5.109612e-06 3.769144e-08 1.681218e-01 6.149940e-03 5.963911e-02 1.318712e-12 1.879573e-06  
1742 4.038159e-01 4.609420e-01 6.118556e-06 4.381667e-08 1.864829e-01 2.256875e-03 8.390628e-02 1.499894e-12 3.731247e-06  
1743 1.627928e-01 2.069320e-01 8.242234e-06 4.102965e-08 1.497153e-01 6.222823e-03 6.811979e-02 1.695464e-12 2.276286e-06  
1744 3.729949e-01 3.895911e-01 7.004542e-06 3.005235e-08 1.813683e-01 2.441886e-03 5.662675e-02 1.407999e-12 5.943926e-06  
1745 3.979824e-01 4.148566e-01 5.701931e-06 4.977695e-08 1.307951e-01 5.298972e-03 5.736801e-02 9.048871e-13 1.797932e-06  
1746 2.445914e-01 4.353153e-01 8.933075e-06 6.348871e-08 2.340438e-01 3.130499e-03 7.578129e-02 1.159921e-12 5.201897e-06  
1747 1.414862e-01 1.808911e-01 8.487998e-06 3.252342e-08 1.470101e-01 6.131338e-03 8.560998e-02 1.548763e-12 5.655654e-06  
1748 1.608812e-01 1.941864e-01 5.944623e-06 3.695493e-08 1.832517e-01 5.564530e-03 8.013220e-02 2.088092e-12 4.546364e-06  
1749 2.501560e-01 2.871094e-01 5.111205e-06 5.232644e-08 2.270673e-01 7.962489e-03 5.441808e-02 1.352073e-12 2.476575e-06  
1750 1.902098e-01 2.464141e-01 3.453678e-06 7.046212e-08 1.815892e-01 4.994697e-03 6.555954e-02 1.572302e-12 3.826841e-06  
1751 2.779344e-01 2.871253e-01 9.056381e-06 3.395681e-08 2.324859e-01 5.527772e-03 5.425753e-02 1.100092e-12 4.787310e-06  
1752 3.883443e-01 4.613192e-01 2.764793e-06 5.807712e-08 9.519798e-02 6.158990e-03 8.515406e-02 1.607551e-12 4.140424e-06  
1753 2.779356e-01 3.972497e-01 5.002022e-06 2.074957e-08 1.635052e-01 3.491405e-03 8.465496e-02 6.687803e-13 4.435044e-06  
1754 1.499262e-01 1.615823e-01 7.975245e-06 3.933468e-08 8.132872e-02 6.411734e-03 4.629930e-02 1.536584e-12 4.777490e-06  
1755 1.483665e-01 2.204445e-01 2.764134e-06 2.853549e-08 2.169965e-01 3.823813e-03 4.241161e-02 8.370690e-13 2.974685e-06  
1756 1.072102e-01 2.850032e-01 8.566865e-06 3.093938e-08 2.021671e-01 6.470155e-03 7.150582e-02 1.673967e-12 2.718788e-06  
1757 3.258845e-01 4.878576e-01 4.890709e-06 7.138412e-08 2.165667e-01 6.909634e-03 8.844321e-02 9.802046e-13 1.960107e-06  
1758 1.581588e-01 1.710202e-01 7.532946e-06 2.577105e-08 2.209237e-01 2.409303e-03 8.871125e-02 1.490891e-12 4.497161e-06  
1759 1.757098e-01 1.975225e-01 5.241509e-06 2.605016e-08 2.212474e-01 4.768074e-03 4.895080e-02 7.566533e-13 2.979946e-06  
1760 2.089404e-01 2.730975e-01 6.979399e-06 5.111878e-08 9.269172e-02 4.131763e-03 5.779747e-02 1.458970e-12 2.222626e-06  
1761 2.037203e-01 2.806611e-01 5.661399e-06 7.021423e-08 1.414043e-01 3.162338e-03 5.273474e-02 8.591560e-13 3.291597e-06  
1762 4.113950e-01 4.391500e-01 7.866518e-06 2.404667e-08 1.934656e-01 4.631204e-03 6.133086e-02 1.614580e-12 2.205307e-06  
1763 3.497166e-01 4.011322e-01 8.683939e-06 6.704094e-08 1.221556e-01 6.987745e-03 7.901567e-02 8.103468e-13 5.728897e-06  
1764 1.248745e-01 2.311120e-01 7.927314e-06 4.696217e-08 2.182768e-01 7.195573e-03 8.773319e-02 1.736514e-12 1.903545e-06  
1765 3.224024e-01 4.281946e-01 9.135816e-06 3.693640e-08 1.279468e-01 6.468934e-03 6.878055e-02 7.871870e-13 3.333550e-06  
1766 4.029250e-01 4.081096e-01 3.535130e-06 7.118126e-08 9.259686e-02 7.304289e-03 5.859042e-02 1.573475e-12 4.188439e-06  
1767 3.123964e-01 4.081667e-01 8.405387e-06 6.722590e-08 1.711161e-01 6.776077e-03 7.466520e-02 1.200403e-12 1.499548e-06  
1768 2.881374e-01 3.026432e-01 3.570158e-06 4.269944e-08 1.988839e-01 7.125649e-03 7.292623e-02 1.820578e-12 5.061438e-06  
1769 2.312720e-01 2.651410e-01 7.362622e-06 5.302473e-08 2.007014e-01 7.328740e-03 6.245846e-02 9.308503e-13 4.878780e-06  
1770 3.270089e-01 3.489152e-01 7.556874e-06 4.966513e-08 1.892405e-01 5.682455e-03 4.453197e-02 1.093661e-12 2.428727e-06  
1771 3.414447e-01 3.534630e-01 5.836239e-06 4.604870e-08 9.137919e-02 4.231128e-03 7.480654e-02 1.361480e-12 3.771374e-06  
1772 3.453667e-01 3.558140e-01 3.171434e-06 5.466578e-08 2.380014e-01 3.207488e-03 7.240737e-02 2.088468e-12 1.709026e-06  
1773 1.304424e-01 2.768993e-01 6.363138e-06 5.553852e-08 2.306387e-01 7.495656e-03 7.003356e-02 1.721945e-12 2.125401e-06  
1774 3.259640e-01 3.888721e-01 4.835918e-06 7.033892e-08 7.475039e-02 2.410540e-03 8.188475e-02 8.839719e-13 3.326516e-06  
1775 1.965809e-01 2.778252e-01 4.639368e-06 6.693106e-08 1.907186e-01 2.465515e-03 4.932625e-02 6.054141e-13 2.376524e-06  
1776 2.376464e-01 2.995483e-01 2.697045e-06 3.122545e-08 1.396346e-01 7.374948e-03 4.253993e-02 6.929505e-13 2.919805e-06  
1777 3.289604e-01 3.520824e-01 9.381987e-06 6.552587e-08 2.256576e-01 4.422274e-03 5.546411e-02 1.737816e-12 1.890412e-06  
1778 3.123424e-01 4.018102e-01 2.533430e-06 2.965722e-08 1.083994e-01 5.022743e-03 7.562270e-02 1.100596e-12 4.503663e-06  
1779 3.625426e-01 5.104525e-01 2.469348e-06 5.680669e-08 1.812238e-01 4.058790e-03 8.094192e-02 1.491639e-12 4.628652e-06  
1780 1.188379e-01 2.288576e-01 2.820219e-06 3.030343e-08 1.788392e-01 7.145363e-03 4.256197e-02 1.644787e-12 4.513808e-06  
1781 2.282616e-01 2.620453e-01 4.285070e-06 3.577492e-08 1.135321e-01 3.623819e-03 8.147284e-02 7.511285e-13 3.548407e-06  
1782 1.360510e-01 2.592688e-01 2.705861e-06 3.757230e-08 1.785362e-01 6.624513e-03 4.964251e-02 1.531217e-12 4.632621e-06  
1783 1.540313e-01 2.047248e-01 4.979218e-06 4.646671e-08 2.274605e-01 4.564170e-03 4.174096e-02 1.495931e-12 1.888352e-06  
1784 2.897829e-01 3.888520e-01 8.039405e-06 2.351630e-08 2.366573e-01 4.142953e-03 8.147735e-02 2.206342e-12 1.510845e-06  
1785 3.686166e-01 5.348024e-01 9.412012e-06 4.482734e-08 2.294344e-01 4.139782e-03 6.529742e-02 2.020395e-12 2.136375e-06  
1786 1.777243e-01 2.686351e-01 4.613768e-06 3.682123e-08 1.906214e-01 4.279912e-03 8.152686e-02 1.552659e-12 2.737993e-06  
1787 2.693626e-01 2.801443e-01 4.533690e-06 2.281238e-08 1.929194e-01 7.414959e-03 8.893157e-02 2.177807e-12 3.907225e-06  
1788 2.368710e-01 3.458803e-01 3.432870e-06 3.728966e-08 2.148849e-01 5.923353e-03 4.292813e-02 7.693257e-13 3.716950e-06  
1789 3.115173e-01 4.238477e-01 5.666526e-06 3.486913e-08 1.359447e-01 2.615340e-03 7.543004e-02 1.959846e-12 2.333538e-06  
1790 2.334972e-01 3.346334e-01 5.920483e-06 3.069682e-08 1.983264e-01 2.452530e-03 6.075397e-02 1.885803e-12 2.524535e-06  
1791 3.817821e-01 3.834348e-01 3.492979e-06 6.101563e-08 1.143151e-01 7.733176e-03 5.278105e-02 1.689600e-12 2.372338e-06  
1792 3.864532e-01 5.108803e-01 6.048951e-06 3.543784e-08 2.097080e-01 7.989957e-03 5.770067e-02 9.708292e-13 5.365673e-06  
1793 4.046587e-01 4.926485e-01 3.252560e-06 1.813328e-08 2.126920e-01 4.187011e-03 5.881719e-02 6.598264e-13 1.753696e-06  
1794 3.933045e-01 4.605450e-01 8.642477e-06 3.607817e-08 1.612533e-01 7.719118e-03 8.715520e-02 2.036483e-12 4.329097e-06  
1795 1.087112e-01 1.808436e-01 9.246899e-06 3.790049e-08 1.809473e-01 3.960007e-03 8.831672e-02 1.807710e-12 4.843746e-06  
1796 1.550281e-01 2.504068e-01 3.712564e-06 3.719674e-08 1.679104e-01 4.663492e-03 6.931649e-02 7.260638e-13 3.030916e-06  
1797 3.270601e-01 3.426680e-01 8.883111e-06 2.596649e-08 1.334988e-01 4.743549e-03 5.470194e-02 1.574735e-12 4.092617e-06  
1798 1.426898e-01 1.568885e-01 6.277429e-06 4.065351e-08 1.595445e-01 2.958831e-03 4.605995e-02 1.485370e-12 3.244400e-06  
1799 2.713013e-01 4.495109e-01 3.434268e-06 6.938874e-08 1.827325e-01 6.548964e-03 4.960821e-02 9.079744e-13 4.492895e-06  
1800 2.672513e-01 3.743581e-01 9.492218e-06 3.073792e-08 2.119673e-01 7.793348e-03 7.369248e-02 2.145518e-12 5.528356e-06  
1801 1.442727e-01 2.201536e-01 5.723899e-06 4.822515e-08 8.060828e-02 3.519068e-03 8.086834e-02 7.569324e-13 2.711800e-06  
1802 1.937167e-01 2.736462e-01 7.792119e-06 5.953519e-08 8.042117e-02 7.447785e-03 8.846528e-02 1.342605e-12 5.634485e-06  
1803 2.462138e-01 4.086617e-01 9.444112e-06 4.735371e-08 2.247487e-01 2.254132e-03 8.443597e-02 2.172754e-12 4.854894e-06  
1804 2.399088e-01 3.038437e-01 8.234236e-06 6.491168e-08 9.912350e-02 4.109300e-03 5.816904e-02 9.826998e-13 2.868102e-06  
1805 1.096156e-01 1.402819e-01 6.891214e-06 3.848362e-08 1.358717e-01 7.369527e-03 5.575781e-02 8.812436e-13 4.322827e-06  
